month,lty,ltr,tms,tbl,d/p,e/p,d/e,b/m,dfy,dfr,infl,ntis,svar,lzrt,wtexas,ndrbl,skvw,tail,dtoy,dtoat,ygap,rdsp,avgcor
1985-01,0.001463007224592475,0.0025592594026927784,0.012863826037945992,0.0013817597414733738,0.0032536707754681413,0.002196988536724632,0.0010365097659720407,-0.0029617537650336034,0.0009128975610321229,0.002313757665270304,0.009930941580805234,0.018002740325341833,0.0012109101766686109,0.0037256785487922994,0.006916023921989771,0.009565024434011478,-0.007158368049249361,0.004134801281528912,0.0014481534053154502,-0.004793325880878094,0.0022931840507570377,0.0018399517880792174,0.0018103602172356223
1985-02,0.002329815045386414,0.010588223089503957,0.012814052816668973,0.0026495804101439226,0.0018631057619740675,0.0021606881532427675,0.002200968190527626,-0.002877045978140199,3.227816830955743e-05,0.001770530879563934,0.008620293412471721,0.022130740662690246,0.0025588804498256016,0.0026712119609433992,0.0043694400564757655,-0.0023937227552611453,0.0005774205521749051,0.003505996048640791,0.0014095179560596107,-0.007568652167619594,0.0024276656726951347,0.0023640092687557375,0.004072132849600493
1985-03,0.002321651181966152,-0.01249682115121109,0.014605700830144187,0.0016839934306017712,0.0014757821051062693,0.0016977933579092504,0.0023709450092202974,-0.003322165940337872,-0.0018659341305500461,0.004051968438678866,0.003828737995111367,0.01980695425136634,0.0014057117925635513,0.002287642753686304,0.002976148217848927,0.0051622223368431065,0.0006679668677760488,0.004138468638862377,0.0018597304724282124,-0.006622146224762489,0.00201064844680527,0.002888428214808692,0.0011334316715881365
1985-04,0.0022039650549815475,0.009047766213313846,0.011644251223149563,0.0013169553666630904,0.001701245159111655,0.0016342028400473194,0.0027549470262459366,-0.002280448838927123,-0.0013409750842585284,0.0003372986679910698,0.0052632126308978615,0.018193608218758,0.0014322039689237832,0.0033712260686506734,-0.003966967492820373,0.010790478828432124,0.0008232661924190247,0.00413431057072852,0.0018462970843928046,-0.005686088608773336,0.0019271971132969537,0.0021468124247401195,-0.0016887664416816855
1985-05,0.0020497163355062,0.0075425409145585326,0.013043631886571266,0.0025849380807978287,0.0024192273210779554,0.002117898690599418,0.0041669399835488966,-0.0012644314116504879,0.0020613644965276727,0.003503516835370436,0.004312999958203614,0.014369820988429961,0.0017218022472081473,0.003777846231286075,0.007424493386891917,0.011438951944668574,0.009045397463132418,0.003062915194295177,0.001759178668872298,-0.005283488119224938,0.002427786341758848,0.0031254094683318264,-0.0047855827519882824
1985-06,0.002984130446076764,0.02454920578155325,0.011368253540639764,0.0039564554501681955,0.0016429907918227814,0.002393675077487073,0.006018738493182123,-0.001109221972749156,0.005387920838072911,0.0017969176586832003,0.006327106597730577,0.01673714382766134,0.002844984738373028,0.004032621000350076,0.0039536432885470055,0.009152002588643827,0.001139428664933417,0.0037431987651169946,0.0012019893175781067,-0.006969854620176116,0.0028150082663400966,0.003411720046504944,-0.0032548937412732477
1985-07,0.0032605009722135453,0.005459373320338724,0.013570640601260424,0.005170909170119704,0.001794333176491296,0.0027457733342146832,0.007843082397395618,-0.0007899608209637962,0.006165016519088511,0.0021436728808906435,0.008349731330974984,0.015766192314309212,0.002125663939113882,0.003609557468613611,0.01080823873248899,-0.002040523349532102,0.002591455130946569,0.003584074247898263,0.0007445360500873896,-0.007304869065475547,0.0032011290050110493,0.0035623216769064972,-0.004833023086332346
1985-08,0.0028698225768533548,-0.002226178322758448,0.014205631422312737,0.004484701494320101,0.001616636025583918,0.0020805946359422275,0.0077051645779269914,-0.0015996084722899213,0.0057792139524061245,0.005458257624962378,0.00922715247856993,0.015337385793602682,0.0018106049197913,0.0033065404041263094,0.0029613729990617004,0.006966383238142863,0.005111214697684399,0.003971421890556801,0.001314579695637877,-0.006093736448576997,0.0025895655697141893,0.003325446477361995,-0.003335771692734789
1985-09,0.0027226689431410203,0.007268397328961366,0.012422187276807795,0.004056657905455743,0.0017422503594841689,0.0016160415422600966,0.007748257461393605,-0.0019659923408346103,0.0052733975238269774,0.0028562501826492567,0.00873447711286941,0.014828683610125536,0.0013838532977411713,0.0034492766931182505,0.0011384178314929319,0.004444570612257003,0.0034948939150737054,0.0044460290596164895,0.001404267903405948,-0.00532006354041617,0.0021566714474920944,0.003193033176530524,-0.0030548604417247396
1985-10,0.0023225972761853632,0.0007182514040779873,0.012423631137195173,0.0037109552182237673,0.0025066970696738834,0.0012687134307973955,0.00765340166110693,-0.002642888740212155,0.0041179600038939584,0.005817169075091852,0.0066526013242006726,0.01444736681911645,0.0013491228636720155,0.0028655712657485203,-0.0008300002480167937,0.0009005727626885882,0.0016163687616581645,0.003966752137081009,0.001025341655466,-0.005514783319742714,0.001808200116125893,0.002408632126007522,-0.0018282816969074113
1985-11,0.0026944908421921983,0.008823377191960137,0.01120264870776579,0.00394762734503348,0.0016211105755465569,0.001215592575024885,0.009329080771453446,-0.0027365768947258187,0.003090171821501283,0.002383592073097523,0.005740310844414509,0.014578725108162036,0.0017929559546813743,0.003242813747795778,-0.0009018037893803012,0.007873018370228062,0.0003628188335184036,0.00431343992966802,0.0008708823733316398,-0.006442867369260752,0.0018166353312113366,0.002683030411334719,0.00025480460033642377
1985-12,0.0029956692582705107,0.010631004301936314,0.00943218463339699,0.003912846785697047,-5.0092403053956375e-05,0.000629968938110851,0.010185579091905352,-0.003678938707877163,0.005052156437540773,0.0016800008095832703,0.007254601766519873,0.017966814667789738,0.0019685844029174665,0.003014825447610725,0.006866615862026998,0.020603264922644138,-1.9522714695901534e-05,0.006119727249423612,0.0016176285963167211,-0.004879828296725015,0.0013040519535710317,0.0029861838563095835,0.0009932173904982147
1986-01,0.00297111342676912,0.013453110685672552,0.007503835683371961,0.004012183560735887,-0.0013552500443314089,-0.0001175466682722913,0.010556999771661614,-0.004558693034166589,0.004602355132690129,-0.0002575215671145985,0.007257665061683139,0.016641946979935998,0.002354255498278131,0.0021102417060113125,0.01754203776058199,7.820947823123682e-05,0.002745019338981092,0.0065078369808849144,0.0015799812553759195,-0.003945200725137349,0.0005669488957549956,0.00328875541534838,-0.0002984323830307889
1986-02,0.0027668634595051523,0.0006255686209403506,0.007480597947482535,0.0037986404404082505,-0.0016851834737010157,-0.0007865943333473149,0.01004538697512257,-0.005479521910747631,0.003813621739586076,0.005212572507782689,0.006977034746176766,0.01619767722294567,0.0033180785314528972,0.0015454747816424398,0.03853084087417798,0.0006091322092714631,0.00572206562113142,0.005870897795403056,0.001019650020680149,-0.0042299011994313546,-0.00014285661413955195,0.003027795934873766,0.0030701086731151454
1986-03,0.0027852500365604977,0.026593499303436064,0.002163213548198175,0.004195385063047532,-0.002964555395766077,-0.0006223585102731449,0.011764779040319986,-0.005391566810259185,0.005098555400482371,-0.012503127408043706,0.01605564472150454,0.017421540933202778,0.0021086110995206736,0.0020144894017234422,0.04431887126631406,0.003173441178848579,0.000640028457020274,0.006648953706897852,0.0018302609421749182,-0.0028366510399434816,-1.2597982686077952e-05,0.003414834665502785,0.0019222761693300124
1986-04,0.002552151327629564,0.01947121863561937,0.001065893172855755,0.004906961490012945,-0.004093565007239126,-0.0009168751195224372,0.012363181945659413,-0.005177397326180465,0.0063123810565132304,-0.013857192769941833,0.019717429414158372,0.017701357496246583,0.002703733910347077,0.0006607712048944912,0.033323097318875804,0.0003987453727634562,0.00042731968299919085,0.005318826603118353,0.0020078581829185878,-0.002240800995991582,-0.00034940884698286476,0.0037466052461864593,0.0004704112510493623
1986-05,0.0020703558845079463,-0.0005392280283020043,0.0040277628399457005,0.005112707025248935,-0.004394820391121088,-0.0017807288288599048,0.011053100061414807,-0.006031261716530791,0.0040960130125301634,0.006409785352454983,0.013587702922403272,0.020361097185953303,0.004605945452916844,5.2142555237895405e-05,-0.0299289333480165,0.01587615694832726,0.006154215713848886,0.008139766366911619,0.0020812626984041543,-0.0011816653304880173,-0.0012817249608622003,0.00301457542220463,0.0017154703913761817
1986-06,0.0030893392361401226,-0.008735050897367832,0.007391519986639116,0.005846307951345175,-0.00435066465512635,-0.0004580537596197594,0.013576457121867384,-0.0043126386594477435,0.0008016854426806802,0.016890926436811095,0.007834265429985986,0.02010865906565692,0.00285309781654395,0.002801521651103575,-0.0028702005866376237,0.014171220016163347,-0.0006070405460376236,0.00625519049909385,0.0023376071107373345,-0.001583117641579694,0.00015209025820072872,0.003860632817447105,0.004558486790301578
1986-07,0.0030260993063167627,0.014323991929695625,0.004285980295668775,0.005896509508024792,-0.004448427612495403,-0.00030822607296544964,0.014005485221180877,-0.003962921210124773,0.0010482330146035328,-0.012265429248224935,0.0034750837825934956,0.015577458598747256,0.0033664638468212486,0.0029593925716611125,0.01463293001636446,0.015398196793544403,0.0030062527024822512,0.00781707695173104,0.0024339576256107824,-0.001472834181577752,0.00031651654474446414,0.003904609881024786,0.00745091585336197
